ts	imei	mwra	c.katana	c.android.gm	c.dogalize	c.android.chrome	c.android.youtube	c.raider	c.android.vending	c.UCMobile.x86	c.updateassist	c.UCMobile.intl
2018-05-05 15:40:00	3590433799317661289	1.00000	6.74444	12.44175	12.39960	11.33840	14.30157	0.00028	42.03243	63.47597	72.90709	5.64651
2018-05-05 15:41:00	3590433799317662386	1.00000	8.38016	8.46634	16.33107	8.33552	10.27365	0.00053	24.64275	58.24767	14.85633	55.16649
2018-05-05 15:42:00	3590433799317661867	1.00000	10.94424	11.47635	10.02065	7.75275	10.30361	0.00576	51.92866	56.76013	43.51840	83.35983
2018-05-05 15:43:00	863033069630348230	1.00000	5.89743	13.14701	10.53851	11.23184	14.05139	0.00015	40.40428	67.29081	35.79453	44.98881
2018-05-05 15:44:00	863033069630348834	0.00000	15.34962	9.64385	12.12643	12.63180	11.13057	0.45348	44.04373	34.30071	70.90733	91.33447
2018-05-05 15:45:00	3590433799317661123	0.00000	12.63045	10.99615	13.23275	13.39718	4.29055	0.03001	31.94704	57.44256	93.15561	29.85888
2018-05-05 15:46:00	863033069630348321	1.00000	8.09312	10.77151	9.88298	12.74601	12.48543	0.00041	56.35612	55.10625	69.51925	4.76450
2018-05-05 15:47:00	359043379931766759	1.00000	10.00429	7.26737	10.77553	15.80483	13.98886	0.00240	51.14383	45.50186	74.86015	98.17434
2018-05-05 15:48:00	359043379931766395	0.00000	14.94098	10.20365	8.74669	11.07475	9.42867	0.30135	43.45075	62.29715	0.48307	82.91221
2018-05-05 15:49:00	863033069630348396	1.00000	8.06862	13.85347	12.13993	6.83678	11.49681	0.00042	71.99359	43.77155	91.27092	11.33318
2018-05-05 15:50:00	3590433799317661743	0.00000	15.82409	12.82302	14.68026	6.59016	15.23068	0.72865	22.63435	61.19891	76.62659	32.97570
2018-05-05 15:51:00	3590433799317661685	1.00000	8.79810	8.97816	10.92258	8.85429	14.05519	0.00083	55.45454	54.13511	34.87756	34.23324
2018-05-05 15:52:00	8630330696303481438	1.00000	9.72738	16.52072	14.89285	11.62690	11.70787	0.00189	35.76137	47.70933	85.79970	60.96470
2018-05-05 15:53:00	359043379931766254	1.00000	9.34005	13.48321	13.06550	10.44344	13.98877	0.00125	29.92854	84.65173	1.96469	65.88952
2018-05-05 15:54:00	359043379931766726	0.00000	8.69567	10.92922	7.87777	14.80574	12.01920	0.00069	59.45741	57.78557	21.40924	57.78000
2018-05-05 15:55:00	863033069630348529	1.00000	7.78783	10.73287	14.27422	8.23604	11.74866	0.00040	68.78389	56.34884	32.73915	57.23276
2018-05-05 15:56:00	3590433799317661842	1.00000	11.56300	8.36164	8.21194	13.32720	12.92902	0.01042	49.42699	34.65538	65.62391	49.96608
2018-05-05 15:57:00	8630330696303481909	0.00000	13.04144	7.22543	8.20493	6.32478	11.00790	0.04524	31.00808	60.24133	49.03281	59.95245
2018-05-05 15:58:00	8630330696303481081	1.00000	10.16949	10.90131	8.99412	12.78928	15.34022	0.00266	51.51614	61.75126	10.48287	34.10924
2018-05-05 15:59:00	8630330696303482121	1.00000	6.41727	11.02857	7.99079	13.80930	12.60901	0.00019	60.59242	53.01256	13.07840	79.79871
2018-05-05 16:00:00	359043379931766684	1.00000	12.38638	5.00150	5.98395	13.74503	10.89321	0.02353	44.86614	35.67568	82.12139	2.68325
2018-05-05 16:01:00	863033069630348735	1.00000	12.89264	10.07249	16.96453	9.68729	12.32042	0.03909	24.14041	59.48576	14.51246	92.87555
2018-05-05 16:02:00	8630330696303481065	1.00000	5.29041	9.28831	13.12058	10.46564	11.33913	0.00016	18.07961	37.07931	77.68267	68.51790
2018-05-05 16:03:00	3590433799317661057	0.00000	12.63130	9.21992	13.04047	11.89608	7.76710	0.03009	42.66527	62.79200	14.29237	23.88275
2018-05-05 16:04:00	3590433799317661917	0.00000	12.69815	8.53310	12.37678	7.79962	10.65365	0.03216	54.70758	34.44791	20.49101	63.16531
2018-05-05 16:05:00	8630330696303482352	1.00000	9.46109	10.22688	11.13104	13.47183	13.34538	0.00152	21.84764	64.70602	9.18963	21.61245
2018-05-05 16:06:00	359043379931766437	0.00000	10.21499	12.97637	13.56892	10.72642	6.77369	0.00279	37.61089	44.54015	89.50874	12.06108
2018-05-05 16:07:00	8630330696303481966	1.00000	11.34767	9.35031	11.75384	10.32407	10.34528	0.00845	16.01813	57.64970	42.68474	52.87974
2018-05-05 16:08:00	863033069630348578	1.00000	5.30394	9.54350	15.58330	10.80768	15.59325	0.00017	46.67878	33.25195	92.74835	49.57940
2018-05-05 16:09:00	3590433799317661479	1.00000	11.53800	15.11773	11.51565	8.10907	14.02904	0.01029	62.43721	47.62818	20.27605	47.95629
2018-05-05 16:10:00	3590433799317662451	1.00000	10.88749	9.28674	14.36688	10.89846	11.17630	0.00540	55.42707	48.85821	67.16663	66.08697
2018-05-05 16:11:00	8630330696303481982	1.00000	6.70417	9.33620	7.51906	14.54491	12.20165	0.00022	41.44781	45.65288	11.32851	39.28727
2018-05-05 16:12:00	359043379931766684	0.00000	15.91036	9.87607	14.14545	6.15817	14.66318	0.79431	46.23665	70.41706	13.66314	87.25003
2018-05-05 16:13:00	8630330696303481669	1.00000	10.35730	11.87064	11.80072	12.91532	11.43410	0.00330	55.47589	40.62351	58.76957	30.71102
2018-05-05 16:14:00	3590433799317662220	1.00000	9.34496	5.86839	9.41576	16.48781	11.90424	0.00121	40.03760	72.13110	36.39097	57.18496
2018-05-05 16:15:00	863033069630348545	1.00000	8.62247	9.58818	7.79447	12.19159	12.87677	0.00070	41.64238	68.11583	45.43937	7.47554
2018-05-05 16:16:00	8630330696303481586	0.00000	12.05900	12.33675	7.05735	8.84879	11.07245	0.01701	64.30079	39.24193	51.42904	71.63235
2018-05-05 16:17:00	3590433799317662451	1.00000	8.13902	11.37647	7.57114	13.12420	14.49904	0.00044	49.11816	82.66471	92.00641	99.29444
2018-05-05 16:18:00	8630330696303481644	1.00000	6.96744	10.06972	7.86490	15.24900	14.18813	0.00030	59.38901	54.81575	11.43489	73.32256
2018-05-05 16:19:00	863033069630348701	1.00000	9.84024	12.90673	9.38949	11.67485	14.27219	0.00202	41.67086	41.73976	82.26888	84.74743
2018-05-05 16:20:00	359043379931766023	0.00000	12.38270	10.42308	6.93223	11.05744	13.73000	0.02346	39.33068	58.72590	99.05834	85.90434
2018-05-05 16:21:00	8630330696303481032	1.00000	7.92227	7.48428	8.66228	16.33737	14.49842	0.00041	61.88389	46.63309	37.99560	86.57924
2018-05-05 16:22:00	3590433799317661073	1.00000	11.89004	12.62116	12.15230	5.77122	12.04674	0.01440	66.63152	60.70498	42.58371	97.59708
2018-05-05 16:23:00	3590433799317661495	1.00000	10.50933	8.26954	7.04818	12.04654	11.71973	0.00376	39.43630	52.33761	33.49035	8.40328
2018-05-05 16:24:00	863033069630348149	0.00000	9.82172	6.85164	11.09509	13.55686	10.47251	0.00205	37.70301	43.20721	52.02755	38.29687
2018-05-05 16:25:00	359043379931766304	0.00000	13.04730	11.28548	12.23454	11.64126	9.61398	0.04548	55.73287	55.71662	79.77284	6.20452
2018-05-05 16:26:00	3590433799317662238	0.00000	12.37757	12.96060	11.52644	13.68916	12.97331	0.02344	49.33673	55.01297	22.93298	38.69265
2018-05-05 16:27:00	8630330696303482204	1.00000	15.53108	6.25410	11.72596	7.62758	10.54144	0.54368	60.78173	35.90112	65.35861	56.91858
2018-05-05 16:28:00	3590433799317661420	0.00000	15.07846	7.39258	9.02193	11.53283	5.94741	0.34574	42.91467	38.94247	24.14130	98.84274
2018-05-05 16:29:00	359043379931766825	0.00000	12.14486	11.27972	12.97162	9.55797	8.57007	0.01854	47.92219	48.57393	84.19204	25.93849
2018-05-05 16:30:00	359043379931766338	1.00000	14.65474	15.04004	11.11632	4.48057	12.88678	0.22639	44.99905	44.83417	49.10043	88.72419
2018-05-05 16:31:00	3590433799317662006	1.00000	9.44001	13.80915	11.39770	11.61764	13.08669	0.00137	60.34914	47.42023	19.33599	63.34825
2018-05-05 16:32:00	3590433799317661644	0.00000	14.27020	8.75494	14.29550	8.86482	9.05722	0.15421	53.60512	25.99232	12.77419	60.30041
2018-05-05 16:33:00	3590433799317662071	1.00000	7.14521	13.16672	14.08725	14.11156	13.63574	0.00028	40.88865	60.44845	94.91771	87.18494
2018-05-05 16:34:00	359043379931766825	1.00000	10.91136	8.94381	16.71537	8.96679	9.59877	0.00551	33.65660	25.80917	16.20857	28.68007
2018-05-05 16:35:00	3590433799317661735	0.00000	12.75354	8.71473	13.70397	8.28120	10.09696	0.03400	41.36194	66.69280	62.18657	72.10935
2018-05-05 16:36:00	3590433799317661800	1.00000	8.62239	15.13200	14.84995	12.78827	10.87938	0.00070	43.11419	67.14805	48.83707	26.16541
2018-05-05 16:37:00	863033069630348610	1.00000	10.11279	13.93929	9.67618	8.19181	18.24867	0.00263	51.54312	54.01226	53.13912	5.50696
2018-05-05 16:38:00	359043379931766122	0.00000	11.32053	11.66422	14.60962	7.08735	6.14620	0.00815	45.82800	73.74001	76.48024	73.90674
2018-05-05 16:39:00	8630330696303481610	1.00000	9.24085	11.58104	11.80471	10.96743	12.13862	0.00122	34.58811	50.29125	70.28425	85.13913
2018-05-05 16:40:00	359043379931766023	0.00000	12.37167	9.39363	13.71000	6.77647	9.99744	0.02333	37.29598	46.55350	41.77857	74.30066
2018-05-05 16:41:00	8630330696303481024	0.00000	8.53603	13.55926	12.39246	7.78906	12.89905	0.00066	68.04298	70.74480	50.95575	57.33856
2018-05-05 16:42:00	8630330696303481941	1.00000	10.69843	5.84097	11.03694	13.74380	10.77332	0.00449	42.69045	50.69964	25.78374	48.62640
2018-05-05 16:43:00	3590433799317661503	1.00000	7.85486	11.30760	14.23720	7.54973	14.25503	0.00034	52.23493	48.95880	4.06373	83.78610
2018-05-05 16:44:00	8630330696303481545	1.00000	11.10433	8.49158	11.01345	12.40115	10.69090	0.00663	51.07583	59.30318	44.05648	42.14075
2018-05-05 16:45:00	3590433799317662428	1.00000	9.72793	13.58471	11.02105	11.32710	12.57609	0.00173	41.19857	61.53647	90.44531	66.51974
2018-05-05 16:46:00	8630330696303481495	0.00000	13.83818	9.45867	9.55791	11.82601	9.27803	0.10014	36.06108	49.91300	28.94365	59.62186
2018-05-05 16:47:00	863033069630348370	0.00000	11.62042	9.72164	9.78560	7.69158	9.53799	0.01111	48.61111	54.35224	55.16263	91.92947
2018-05-05 16:48:00	359043379931766726	0.00000	13.15689	9.19610	12.32918	11.46817	10.45272	0.05067	62.76600	55.17039	55.52733	93.29062
2018-05-05 16:49:00	863033069630348644	1.00000	9.58404	15.55505	10.81283	10.59258	12.79669	0.00161	67.68048	64.90155	66.24219	13.50749
2018-05-05 16:50:00	3590433799317661461	1.00000	7.93273	14.17624	12.48122	8.81419	15.37909	0.00037	56.74640	40.90714	55.50011	84.40325
2018-05-05 16:51:00	359043379931766791	1.00000	10.48951	12.40902	10.25394	4.47200	12.07168	0.00372	66.37212	54.97582	92.19791	46.51054
2018-05-05 16:52:00	8630330696303481180	1.00000	10.69081	11.66312	12.34546	7.51174	14.71249	0.00437	30.63456	46.12617	92.79609	34.88633
2018-05-05 16:53:00	863033069630348677	0.00000	10.16924	14.04288	12.76491	9.04237	9.67582	0.00271	39.21093	62.45582	22.73550	8.22076
2018-05-05 16:54:00	3590433799317661727	1.00000	7.03921	10.15098	6.95570	13.53652	12.50195	0.00020	56.19309	38.53878	4.82098	64.04241
2018-05-05 16:55:00	8630330696303481552	0.00000	13.24640	7.61165	14.11473	12.12439	9.08106	0.05548	45.56670	60.91264	62.38547	71.39967
2018-05-05 16:56:00	3590433799317661263	0.00000	15.60324	11.32167	14.09137	9.22327	8.28442	0.58425	73.08398	28.64284	15.25764	43.98775
2018-05-05 16:57:00	3590433799317661966	0.00000	15.57697	11.07643	16.37404	9.28669	9.87419	0.56909	53.02452	20.16628	55.83351	51.34100
2018-05-05 16:58:00	3590433799317661297	0.00000	13.91104	11.64135	14.24477	6.77614	9.88092	0.10770	28.17138	58.62062	65.49693	69.64493
2018-05-05 16:59:00	359043379931766478	1.00000	10.09820	13.44294	8.60945	9.06527	10.15851	0.00246	62.90680	44.76540	67.72019	84.88788
2018-05-05 17:00:00	3590433799317661198	1.00000	10.45475	7.68170	10.78174	12.57225	13.62665	0.00357	49.76196	38.07076	86.98270	56.58867
2018-05-05 17:01:00	359043379931766692	1.00000	9.03298	12.71901	11.24666	9.80738	11.86681	0.00094	47.36027	54.07583	19.03478	59.77423
2018-05-05 17:02:00	8630330696303482287	0.00000	9.01853	10.15978	7.42207	6.07569	6.83280	0.00097	47.62882	54.32897	28.08189	98.54370
2018-05-05 17:03:00	8630330696303482089	1.00000	7.22168	9.72588	8.17187	13.06135	13.01118	0.00032	34.36815	56.04050	67.80431	49.14328
2018-05-05 17:04:00	863033069630348875	1.00000	11.53083	5.33158	9.44854	13.55207	11.11947	0.01017	51.02881	63.66542	53.46506	99.10962
2018-05-05 17:05:00	8630330696303482139	1.00000	11.71619	12.82112	12.20222	7.43660	13.62242	0.01216	56.98600	26.35476	50.35487	5.97832
2018-05-05 17:06:00	8630330696303481867	1.00000	9.41680	7.40573	9.03397	14.21875	11.85497	0.00135	47.79002	54.65033	89.79574	48.04731
2018-05-05 17:07:00	3590433799317661420	1.00000	10.74173	9.40719	7.08518	13.01956	12.53852	0.00471	40.03017	51.62832	93.72654	5.81280
2018-05-05 17:08:00	863033069630348933	1.00000	10.76478	14.25409	9.82453	6.31855	13.42898	0.00481	43.24535	37.65637	58.58125	3.28265
2018-05-05 17:09:00	8630330696303481818	1.00000	8.15200	8.69257	10.03236	13.95439	11.34817	0.00050	33.73391	67.36079	9.72210	44.01840
2018-05-05 17:10:00	8630330696303481214	0.00000	10.15710	9.52840	11.72067	9.94117	9.02535	0.00268	54.88971	53.59202	93.05326	54.96193
2018-05-05 17:11:00	8630330696303482147	1.00000	13.93445	11.04516	16.07419	10.42654	7.72645	0.11032	27.75541	85.35455	94.13101	93.55514
2018-05-05 17:12:00	3590433799317661859	1.00000	5.13626	10.25960	13.78984	10.58772	11.46814	0.00011	49.75136	43.16775	94.99675	57.37407
2018-05-05 17:13:00	359043379931766197	0.00000	12.17051	8.83550	12.83158	11.57384	6.75337	0.01911	48.73181	55.58758	23.61858	80.99589
2018-05-05 17:14:00	3590433799317662337	0.00000	18.00738	9.88635	10.25813	9.16926	8.04562	6.46624	27.49500	45.35092	80.45931	44.15947
2018-05-05 17:15:00	8630330696303482360	0.00000	9.30222	8.33419	10.47675	9.71096	8.42609	0.00117	37.43018	39.78751	98.48593	1.89604
2018-05-05 17:16:00	8630330696303481743	0.00000	13.12812	10.25756	10.25496	7.83476	9.02193	0.04929	51.03563	47.22666	97.05287	52.35267
2018-05-05 17:17:00	359043379931766452	1.00000	9.87100	10.51971	11.13864	12.15538	15.36389	0.00210	71.72389	44.79461	73.74071	27.29674
2018-05-05 17:18:00	863033069630348982	0.00000	13.34035	9.19390	14.73319	9.64731	7.65131	0.06090	30.89298	38.22535	63.45803	42.37393
2018-05-05 17:19:00	863033069630348362	0.00000	14.17924	10.27051	11.93199	7.18396	13.69213	0.14090	58.71937	44.09686	92.68702	43.76910
2018-05-05 17:20:00	8630330696303482303	1.00000	12.91515	6.47236	12.42564	13.29178	9.59619	0.03994	31.66960	50.22416	69.10986	54.71487
2018-05-05 17:21:00	8630330696303481347	0.00000	10.61011	13.31238	13.71824	9.72055	11.42983	0.00413	69.79016	59.67287	29.01470	20.39287
2018-05-05 17:22:00	359043379931766023	0.00000	15.05372	8.93205	16.52456	5.69450	8.58819	0.33736	60.42067	57.13351	68.81986	52.82903
2018-05-05 17:23:00	359043379931766494	0.00000	12.94115	12.71580	12.31182	14.05896	6.74926	0.04097	67.28146	70.34631	11.17963	90.68597
2018-05-05 17:24:00	3590433799317661370	0.00000	12.30141	9.15457	7.34456	9.94155	7.25020	0.02169	61.43351	43.98330	67.31154	49.37583
2018-05-05 17:25:00	8630330696303481818	1.00000	12.76428	8.91341	8.67399	12.66768	13.10868	0.03430	52.18130	56.34821	90.37067	86.11573
2018-05-05 17:26:00	863033069630348172	0.00000	10.12690	11.70225	8.12814	11.06952	7.44066	0.00247	34.92021	56.51073	3.15130	60.36932
2018-05-05 17:27:00	863033069630348883	0.00000	18.38502	11.09485	11.95032	8.72028	9.47604	9.43311	41.65245	58.37410	19.29487	35.38062
2018-05-05 17:28:00	863033069630348826	1.00000	10.36550	10.90218	8.36009	12.39270	13.31950	0.00330	50.22461	25.97617	29.18111	12.53952
2018-05-05 17:29:00	3590433799317661180	1.00000	14.36191	15.71627	12.25003	9.11157	8.30266	0.16900	56.11713	51.54549	76.39565	68.26319
2018-05-05 17:30:00	8630330696303482493	0.00000	9.82181	17.31636	12.07832	10.98260	14.32240	0.00195	49.73248	72.01182	72.08610	95.67875
2018-05-05 17:31:00	8630330696303481073	0.00000	12.14910	10.66414	8.34872	10.19992	10.87689	0.01858	25.62084	63.54213	97.08694	89.06523
2018-05-05 17:32:00	8630330696303481628	1.00000	10.86229	12.15921	8.93249	15.15095	15.33413	0.00524	32.61188	50.26099	89.09401	45.53271
2018-05-05 17:33:00	359043379931766940	0.00000	15.86077	6.56641	10.29254	7.89354	10.09779	0.75598	45.69931	57.50764	36.20381	10.68739
2018-05-05 17:34:00	3590433799317662204	0.00000	6.84890	12.40736	13.47263	12.23309	13.91506	0.00027	47.63141	57.79645	85.40246	43.65341
2018-05-05 17:35:00	8630330696303481537	0.00000	14.58849	9.05935	14.39350	7.67031	11.72079	0.21191	31.70481	34.18449	12.26225	81.76001
2018-05-05 17:36:00	863033069630348503	1.00000	10.34395	8.00387	10.33142	12.72778	11.18039	0.00329	53.48864	57.50950	18.60315	30.66657
2018-05-05 17:37:00	8630330696303482493	1.00000	11.61470	13.38614	14.18075	7.64814	12.45558	0.01096	45.13901	62.00056	47.15536	42.31449
2018-05-05 17:38:00	8630330696303482360	0.00000	13.63371	4.59723	12.69065	5.76164	7.67769	0.08160	21.63024	44.77384	24.97554	36.85247
2018-05-05 17:39:00	863033069630348420	0.00000	11.19202	9.21197	12.80202	8.68385	6.49708	0.00724	32.99665	59.86084	50.85562	40.14329
2018-05-05 17:40:00	3590433799317662360	1.00000	11.92202	5.84781	10.45083	14.37670	13.12197	0.01484	56.89011	42.03966	13.53511	57.50437
2018-05-05 17:41:00	863033069630348362	1.00000	10.20793	13.91325	16.20645	13.12454	11.48700	0.00283	57.68731	68.92233	58.50412	40.83423
2018-05-05 17:42:00	8630330696303481180	1.00000	10.37310	12.44326	15.08003	9.94134	11.73527	0.00324	39.01761	83.44542	32.09942	12.28968
2018-05-05 17:43:00	863033069630348198	1.00000	12.76636	14.06168	13.89772	8.96670	12.23872	0.03448	50.04130	31.98590	37.18336	18.33382
2018-05-05 17:44:00	863033069630348958	0.00000	12.44210	11.31905	11.74282	7.36552	8.31771	0.02492	29.67961	41.36259	81.75783	22.65953
2018-05-05 17:45:00	359043379931766023	1.00000	15.75405	6.82548	14.66179	8.89935	11.92714	0.67946	38.66723	58.29596	29.01233	16.27647
2018-05-05 17:46:00	3590433799317662055	1.00000	7.85895	16.63734	8.99829	10.07082	13.59850	0.00042	26.15274	54.37154	20.17215	96.53355
2018-05-05 17:47:00	3590433799317661776	0.00000	11.36849	10.63953	8.38830	10.92780	10.87368	0.00867	20.97872	45.26918	98.78018	37.29122
2018-05-05 17:48:00	3590433799317662246	1.00000	9.60721	7.84359	6.75527	13.59913	11.71323	0.00161	41.28378	62.46830	8.26811	14.70513
2018-05-05 17:49:00	359043379931766627	1.00000	10.69798	14.15039	13.19540	13.43298	13.85908	0.00451	25.62728	40.52744	10.64958	60.81864
2018-05-05 17:50:00	8630330696303481446	1.00000	10.78351	9.63181	12.09780	14.54963	15.00799	0.00492	57.44360	57.44725	99.55387	46.35705
2018-05-05 17:51:00	863033069630348511	1.00000	14.82406	11.87250	15.74132	7.86323	9.60770	0.26820	48.14320	54.29992	22.16586	61.54360
2018-05-05 17:52:00	3590433799317661586	1.00000	8.66143	12.35646	15.37122	11.91189	14.22032	0.00065	62.12277	18.39390	62.28899	67.92043
2018-05-05 17:53:00	359043379931766841	1.00000	8.30150	12.30626	13.14642	11.18869	12.57638	0.00050	59.17545	66.47305	32.05921	7.08914
2018-05-05 17:54:00	359043379931766734	0.00000	14.71885	9.22789	13.94989	8.30992	10.19234	0.24141	55.45603	33.68849	83.54168	23.89708
2018-05-05 17:55:00	3590433799317662022	0.00000	10.71096	8.42396	10.91463	8.82946	9.97706	0.00453	32.83135	54.09955	81.53183	59.91483
2018-05-05 17:56:00	863033069630348677	1.00000	10.26142	12.10356	9.09472	9.66445	13.55887	0.00296	65.24639	72.70196	40.40237	3.34797
2018-05-05 17:57:00	8630330696303482337	1.00000	7.42586	19.72529	11.76256	11.49943	14.52254	0.00029	45.32212	35.57130	75.02057	37.13506
2018-05-05 17:58:00	8630330696303481487	0.00000	12.01789	7.70482	13.62281	9.41992	8.64868	0.01638	44.47032	45.56817	70.90364	20.08229
2018-05-05 17:59:00	359043379931766924	1.00000	9.25676	11.36903	12.88100	6.85014	10.43664	0.00112	45.77668	43.86779	46.67083	95.51594
2018-05-05 18:00:00	8630330696303482279	1.00000	12.14504	14.85939	5.94420	8.34416	11.97199	0.01856	28.15202	40.74968	71.87453	59.98131
2018-05-05 18:01:00	8630330696303481479	0.00000	12.77766	9.40207	6.60577	9.37973	10.75494	0.03475	66.02647	55.22270	84.73448	83.87496
2018-05-05 18:02:00	359043379931766072	1.00000	9.18321	13.63784	13.14029	12.17315	14.71552	0.00115	55.30998	59.57415	99.20679	78.91555
2018-05-05 18:03:00	863033069630348867	1.00000	9.66474	12.31558	12.29817	8.12278	11.09101	0.00177	40.41028	39.41425	40.39951	57.87431
2018-05-05 18:04:00	8630330696303482089	1.00000	9.79393	7.34228	11.88216	15.88394	14.46899	0.00195	33.77382	61.52314	99.37062	36.84605
2018-05-05 18:05:00	3590433799317661636	1.00000	9.81028	13.07694	10.13420	6.90880	14.15275	0.00195	56.77201	49.30793	32.69596	76.68796
2018-05-05 18:06:00	863033069630348107	1.00000	5.66129	13.69905	11.88312	9.29125	15.55862	0.00019	33.54428	65.66747	38.32820	8.55348
2018-05-05 18:07:00	863033069630348495	0.00000	9.28741	10.44709	10.82248	8.74049	8.58033	0.00122	38.13728	36.01962	13.15021	95.05153
2018-05-05 18:08:00	8630330696303482089	1.00000	11.00309	13.16047	10.85133	9.43841	11.59997	0.00604	47.07432	83.96496	28.41966	93.12976
2018-05-05 18:09:00	8630330696303481719	1.00000	8.64983	10.64740	10.43571	5.70175	11.71555	0.00077	48.56617	43.01801	41.05723	33.30491
2018-05-05 18:10:00	863033069630348388	0.00000	10.35673	11.68754	10.86638	8.08969	10.63552	0.00321	30.75907	41.01544	61.20889	72.97133
2018-05-05 18:11:00	3590433799317661552	1.00000	10.19064	8.85616	10.25403	14.75900	15.95880	0.00276	66.17691	52.94205	82.63220	56.23887
2018-05-05 18:12:00	359043379931766809	1.00000	11.41562	9.53119	9.42929	11.76872	13.25504	0.00903	55.54690	51.59123	21.13161	28.09998
2018-05-05 18:13:00	359043379931766882	0.00000	13.11404	11.12270	13.18673	7.96344	8.90431	0.04865	31.82054	18.45853	97.69100	13.83868
2018-05-05 18:14:00	8630330696303481909	1.00000	9.88938	15.21311	11.49335	12.88543	15.72210	0.00207	55.87403	45.46966	57.68496	23.14537
2018-05-05 18:15:00	8630330696303481636	1.00000	11.62240	12.33080	11.96635	11.49267	15.05263	0.01101	32.10713	53.34656	54.65011	1.67109
2018-05-05 18:16:00	8630330696303482477	1.00000	11.34022	13.29179	15.84018	11.04449	9.64168	0.00828	56.65974	52.36561	71.11972	32.60398
2018-05-05 18:17:00	863033069630348412	0.00000	10.42726	8.27802	11.05532	14.77369	13.24920	0.00349	56.67775	54.89989	10.19144	2.27314
2018-05-05 18:18:00	359043379931766817	0.00000	9.45153	10.43970	10.94300	11.72938	11.74465	0.00145	50.58805	52.17695	65.80925	61.45913
2018-05-05 18:19:00	863033069630348099	0.00000	14.46928	9.21532	8.88173	11.85440	8.14363	0.18810	66.47828	48.84592	66.88087	14.92252
2018-05-05 18:20:00	3590433799317661362	0.00000	13.63848	11.56950	9.88893	6.54132	8.94710	0.08211	35.50327	52.08133	76.19051	59.45525
2018-05-05 18:21:00	863033069630348560	1.00000	9.99826	10.78519	9.51954	11.11775	12.51896	0.00234	50.12627	45.90398	5.90095	75.10987
2018-05-05 18:22:00	8630330696303481974	1.00000	9.56526	7.98724	10.44477	13.71074	10.60152	0.00157	39.98263	53.15868	73.18015	22.68349
2018-05-05 18:23:00	3590433799317661768	0.00000	14.12598	11.37162	7.38443	8.08084	9.04062	0.13349	31.83637	54.58542	47.97612	97.14877
2018-05-05 18:24:00	8630330696303481289	0.00000	10.38407	8.47572	10.96830	13.14533	5.81749	0.00323	63.96099	42.43619	16.23662	51.08535
2018-05-05 18:25:00	8630330696303482295	1.00000	11.89377	15.13006	8.04617	7.09005	11.70227	0.01455	46.16169	35.21966	39.49028	58.90638
2018-05-05 18:26:00	3590433799317661560	1.00000	9.50902	6.34531	13.06428	16.39486	11.63294	0.00146	41.06839	34.85818	28.08184	97.91485
2018-05-05 18:27:00	8630330696303481784	0.00000	11.06851	9.92473	11.67694	9.32844	11.37016	0.00650	39.41263	43.61201	35.24777	31.18536
2018-05-05 18:28:00	8630330696303481073	1.00000	8.86075	7.85301	8.72050	12.89026	12.46327	0.00085	44.38333	48.66046	59.09547	3.37590
2018-05-05 18:29:00	3590433799317661677	1.00000	9.62592	11.99254	9.96874	11.61140	11.47614	0.00170	47.74184	64.87718	47.58027	9.47687
2018-05-05 18:30:00	3590433799317661115	0.00000	14.12908	7.88009	7.60741	8.75129	8.00848	0.13394	53.82726	59.20288	50.77156	59.43475
2018-05-05 18:31:00	3590433799317661453	0.00000	14.22764	8.02922	14.45786	7.72972	9.64056	0.14780	80.49094	58.66116	52.73576	51.67647
2018-05-05 18:32:00	8630330696303482378	1.00000	5.73495	11.18538	15.13263	10.28100	11.66956	0.00012	48.52489	61.02294	64.98547	36.13241
2018-05-05 18:33:00	3590433799317661255	0.00000	12.67782	8.53885	14.20982	7.59050	8.50283	0.03149	30.12401	44.98014	69.00861	9.61798
2018-05-05 18:34:00	8630330696303482212	0.00000	10.34222	9.56454	8.32323	11.32578	9.58587	0.00321	34.78365	44.84201	8.60623	49.66950
2018-05-05 18:35:00	359043379931766866	1.00000	9.02712	13.59269	13.48735	12.39189	14.34537	0.00101	17.44768	59.44462	40.31937	94.15151
2018-05-05 18:36:00	8630330696303482147	0.00000	9.69619	8.36302	10.80667	11.70061	6.48963	0.00185	11.49143	55.53195	9.27639	78.67240
2018-05-05 18:37:00	863033069630348982	0.00000	13.13191	8.80807	12.17780	12.51075	7.98644	0.04952	51.48459	35.45606	49.80917	30.27406
2018-05-05 18:38:00	8630330696303481487	1.00000	7.01711	8.82538	17.03324	9.86516	13.00326	0.00025	48.11559	44.01684	74.78684	23.65995
2018-05-05 18:39:00	3590433799317661198	1.00000	8.22415	14.42256	15.76942	12.98202	13.09625	0.00050	42.36436	40.21907	18.14449	23.73222
2018-05-05 18:40:00	863033069630348404	1.00000	11.22724	11.66040	12.30157	10.40700	13.90782	0.00746	48.22143	62.62578	88.81015	93.06764
2018-05-05 18:41:00	3590433799317661768	1.00000	10.78181	11.54799	9.63654	11.33976	13.29284	0.00485	53.17393	59.41693	39.12912	94.61462
2018-05-05 18:42:00	863033069630348727	0.00000	17.29485	6.25904	10.93386	7.69794	11.20327	3.17102	46.24431	52.33389	73.23675	6.67049
2018-05-05 18:43:00	863033069630348677	0.00000	11.84793	8.32260	7.53180	11.60971	11.35287	0.01391	26.86464	32.33186	50.92184	39.61540
