latitude	longitude	store_name	code	location	imei
33.4425	129.96972	Karatsu	JP	Asia/Tokyo	359043379931766080
-0.71667	-48.52333	Soure	BR	America/Belem	863033069630348354
7.06273	-1.4001	Mampong	GH	Africa/Accra	8630330696303481818
52.14	5.58472	Barneveld	NL	Europe/Amsterdam	3590433799317662089
53.37596	51.3452	Otradnyy	RU	Europe/Samara	863033069630348438
-6.91806	106.92667	Sukabumi	ID	Asia/Jakarta	3590433799317661685
-2.90055	-79.00453	Cuenca	EC	America/Guayaquil	3590433799317661107
5.20856	-74.73584	Honda	CO	America/Bogota	3590433799317662295
53.14657	140.72287	Nikolayevsk-on-Amure	RU	Asia/Vladivostok	863033069630348776
39.32288	-76.72803	Woodlawn	US	America/New_York	3590433799317661222
34.8825	128.62667	Sinhyeon	KR	Asia/Seoul	863033069630348792
26.11527	86.59509	Supaul	IN	Asia/Kolkata	863033069630348941
33.98154	-81.23621	Lexington	US	America/New_York	8630330696303481099
18.57677	-72.22625	Croix-des-Bouquets	HT	America/Port-au-Prince	863033069630348792
6.03333	37.55	Arba Minch	ET	Africa/Addis_Ababa	863033069630348313
10.15031	-73.9614	El Copey	CO	America/Bogota	359043379931766379
38.54491	-121.74052	Davis	US	America/Los_Angeles	863033069630348826
33.54428	-84.23381	Stockbridge	US	America/New_York	3590433799317661420
48.90472	2.2469	La Garenne-Colombes	FR	Europe/Paris	359043379931766965
43.16547	-77.70066	Gates-North Gates	US	America/New_York	863033069630348123
15.73628	75.96976	Gajendragarh	IN	Asia/Kolkata	8630330696303481172
-27.50578	153.10236	Carindale	AU	Australia/Brisbane	8630330696303481941
29.65163	-82.32483	Gainesville	US	America/New_York	359043379931766577
51.65	-0.2	Barnet	GB	Europe/London	8630330696303482055
-22.57306	-47.1725	Artur Nogueira	BR	America/Sao_Paulo	863033069630348644
50.06	43.2379	Mikhaylovka	RU	Europe/Volgograd	3590433799317661248
15.58552	102.42587	Bua Yai	TH	Asia/Bangkok	8630330696303481909
6.46346	-2.31938	Bibiani	GH	Africa/Accra	3590433799317661271
43.82634	144.09638	Motomachi	JP	Asia/Tokyo	3590433799317662105
22.98212	-80.58556	Corralillo	CU	America/Havana	3590433799317661826
13.70727	9.15013	Mirriah	NE	Africa/Niamey	8630330696303481453
23.73333	114.68333	Heyuan	CN	Asia/Shanghai	863033069630348099
42.67164	14.01481	Roseto degli Abruzzi	IT	Europe/Rome	3590433799317661289
42.97086	-82.42491	Port Huron	US	America/Detroit	3590433799317661669
50.09019	8.4493	Hofheim am Taunus	DE	Europe/Berlin	863033069630348842
20.14298	-77.43532	Media Luna	CU	America/Havana	3590433799317662303
48.73218	11.18709	Neuburg an der Donau	DE	Europe/Berlin	8630330696303481529
8.88649	2.59753	Tchaourou	BJ	Africa/Porto-Novo	863033069630348073
14.46693	75.92694	Davangere	IN	Asia/Kolkata	359043379931766544
42.64031	125.51176	Dongfeng	CN	Asia/Shanghai	8630330696303482246
52.47774	10.5511	Gifhorn	DE	Europe/Berlin	359043379931766668
41.1053	-7.32097	Custoias	PT	Europe/Lisbon	8630330696303482386
25.95533	68.88871	Jhol	PK	Asia/Karachi	8630330696303481180
47.46657	84.87144	Zaysan	KZ	Asia/Almaty	8630330696303481636
48.25	16.4	Floridsdorf	AT	Europe/Vienna	8630330696303481214
39.09112	-94.41551	Independence	US	America/Chicago	8630330696303481016
33.35283	-111.78903	Gilbert	US	America/Phoenix	863033069630348891
48.8222	2.12213	Le Chesnay	FR	Europe/Paris	359043379931766924
2.2139	102.3278	Kampung Ayer Molek	MY	Asia/Kuala_Lumpur	3590433799317661032
53.83333	-2.98333	Poulton-le-Fylde	GB	Europe/London	3590433799317661800
-7.0981	109.3243	Randudongkal	ID	Asia/Jakarta	8630330696303481461
6.45407	3.39467	Lagos	NG	Africa/Lagos	359043379931766122
18.42745	-67.15407	Aguadilla	PR	America/Puerto_Rico	359043379931766031
37.49073	-2.77259	Baza	ES	Europe/Madrid	3590433799317661479
50.50301	13.63617	Most	CZ	Europe/Prague	359043379931766668
-33.59217	-70.6996	San Bernardo	CL	America/Santiago	8630330696303481149
51.42708	-0.91979	Lower Earley	GB	Europe/London	359043379931766528
51.04962	12.1369	Zeitz	DE	Europe/Berlin	8630330696303481917
25.87972	-97.50417	Heroica Matamoros	MX	America/Matamoros	3590433799317661958
21.46527	83.97573	Sambalpur	IN	Asia/Kolkata	3590433799317661180
7.57944	-8.53778	New Yekepa	LR	Africa/Monrovia	3590433799317662188
27.34089	117.4831	Shaowu	CN	Asia/Shanghai	863033069630348024
10.7375	122.9666	Talisay	PH	Asia/Manila	3590433799317661800
40.85158	122.74754	Haicheng	CN	Asia/Shanghai	8630330696303481552
0.46005	34.11169	Busia	KE	Africa/Nairobi	863033069630348594
48.79325	2.29275	Fontenay-aux-Roses	FR	Europe/Paris	8630330696303482402
10.66668	-61.51889	Port of Spain	TT	America/Port_of_Spain	8630330696303481065
34.65918	109.22921	Yanliang	CN	Asia/Shanghai	3590433799317661891
36.72544	3.55665	Thenia	DZ	Africa/Algiers	3590433799317662295
45.49428	-122.86705	Aloha	US	America/Los_Angeles	8630330696303481958
35.88264	-80.08199	Thomasville	US	America/New_York	8630330696303481214
55.67938	12.53463	Frederiksberg	DK	Europe/Copenhagen	359043379931766833
26.44931	91.61356	Rangia	IN	Asia/Kolkata	359043379931766379
18.42745	-67.15407	Aguadilla	PR	America/Puerto_Rico	3590433799317662048
-15.675	-38.94722	Canavieiras	BR	America/Bahia	8630330696303481693
50.74497	3.20639	Mouscron	BE	Europe/Brussels	863033069630348198
50.50301	13.63617	Most	CZ	Europe/Prague	3590433799317662121
38.07789	13.44275	Villabate	IT	Europe/Rome	359043379931766155
-33.79176	151.08057	Eastwood	AU	Australia/Sydney	3590433799317661586
23.04419	-82.00919	Jaruco	CU	America/Havana	359043379931766163
44.27804	-88.27205	Kaukauna	US	America/Chicago	8630330696303481677
32.55531	76.12647	Chamba	IN	Asia/Kolkata	863033069630348446
48.15659	28.28489	Soroca	MD	Europe/Chisinau	3590433799317661313
6.46838	-73.26022	Socorro	CO	America/Bogota	863033069630348081
18.03496	-66.8499	Yauco	PR	America/Puerto_Rico	863033069630348818
-15.21194	-75.11028	Minas de Marcona	PE	America/Lima	3590433799317661503
32.55531	76.12647	Chamba	IN	Asia/Kolkata	8630330696303481115
30.16688	-96.39774	Brenham	US	America/Chicago	3590433799317662170
41.20485	-8.33147	Paredes	PT	Europe/Lisbon	863033069630348727
37.1759	128.9889	T‚Äôaebaek	KR	Asia/Seoul	8630330696303482329
43.50891	16.43915	Split	HR	Europe/Zagreb	863033069630348156
37.95143	-91.77127	Rolla	US	America/Chicago	8630330696303481834
39.72943	-104.83192	Aurora	US	America/Denver	359043379931766007
53.95278	32.86389	Roslavl‚Äô	RU	Europe/Moscow	3590433799317662105
51.82721	107.60627	Ulan-Ude	RU	Asia/Irkutsk	863033069630348834
54.52156	9.5586	Schleswig	DE	Europe/Berlin	359043379931766668
25.66795	85.83636	Dalsingh Sarai	IN	Asia/Kolkata	8630330696303482055
51.40148	-1.32471	Newbury	GB	Europe/London	863033069630348875
48.812737	14.317466	Český Krumlov	CZ	Europe/Prague	3590433799317661396
37.73222	115.70111	Hengshui	CN	Asia/Shanghai	3590433799317661552
52.47774	10.5511	Gifhorn	DE	Europe/Berlin	8630330696303481594
11.15583	42.7125	'Ali Sabieh	DJ	Africa/Djibouti	3590433799317661099
27.71809	-82.35176	Sun City Center	US	America/New_York	359043379931766684
-14.66463	-52.35558	Nova Xavantina	BR	America/Cuiaba	359043379931766510
47.76232	-122.2054	Bothell	US	America/Los_Angeles	3590433799317661446
1.6561	103.6032	Kulai	MY	Asia/Kuala_Lumpur	8630330696303482279
38.07789	13.44275	Villabate	IT	Europe/Rome	359043379931766171
42.62833	20.89389	Glogovac	XK	Europe/Belgrade	3590433799317661586
40.37528	28.88222	Mudanya	TR	Europe/Istanbul	8630330696303482436
26.18924	-98.15529	San Juan	US	America/Chicago	863033069630348917
20.88953	-156.47432	Kahului	US	Pacific/Honolulu	863033069630348487
49.952431	15.268654	Kutná Hora	CZ	Europe/Prague	3590433799317661586
24.05979	77.40858	Leteri	IN	Asia/Kolkata	863033069630348461
-7.0981	109.3243	Randudongkal	ID	Asia/Jakarta	3590433799317661917
51.30001	13.10984	Oschatz	DE	Europe/Berlin	863033069630348586
-22.97056	-46.99583	Valinhos	BR	America/Sao_Paulo	863033069630348875
51.20219	7.36027	Radevormwald	DE	Europe/Berlin	3590433799317661370
20.74122	-100.44843	Santa Rosa Jauregui	MX	America/Mexico_City	8630330696303482360
57.14369	-2.09814	Aberdeen	GB	Europe/London	863033069630348578
51.40944	46.04833	Privolzhskiy	RU	Europe/Saratov	3590433799317662238
11.50526	77.23826	Sathyamangalam	IN	Asia/Kolkata	359043379931766098
6.15038	6.83042	Nkpor	NG	Africa/Lagos	3590433799317661867
30.35028	112.19028	Jingzhou	CN	Asia/Shanghai	3590433799317662253
41.72063	12.6723	Ariccia	IT	Europe/Rome	8630330696303482352
52.53048	13.29371	Charlottenburg-Nord	DE	Europe/Berlin	8630330696303482345
37.73222	115.70111	Hengshui	CN	Asia/Shanghai	3590433799317661586
25.87972	-97.50417	Heroica Matamoros	MX	America/Matamoros	3590433799317661875
12.12278	-61.62498	Grenville	GD	America/Grenada	863033069630348255
48.07667	8.64409	Trossingen	DE	Europe/Berlin	8630330696303482204
34.75856	136.13108	Ueno-ebisumachi	JP	Asia/Tokyo	863033069630348768
44.73941	-93.12577	Rosemount	US	America/Chicago	3590433799317662113
42.06166	-1.60452	Tudela	ES	Europe/Madrid	863033069630348909
33.92946	-116.97725	Beaumont	US	America/Los_Angeles	8630330696303481321
51.168	7.973	Finnentrop	DE	Europe/Berlin	3590433799317662485
12.97389	123.99333	Sorsogon	PH	Asia/Manila	3590433799317661453
3.02013	30.91105	Arua	UG	Africa/Kampala	8630330696303482279
33.95015	-118.03917	South Whittier	US	America/Los_Angeles	3590433799317662196
23.1959	86.51499	Kenda	IN	Asia/Kolkata	8630330696303481008
58.1908	40.17171	Danilov	RU	Europe/Moscow	8630330696303481206
50.23271	12.87117	Karlovy Vary	CZ	Europe/Prague	359043379931766585
42.16808	-88.42814	Huntley	US	America/Chicago	3590433799317661412
38.06084	-97.92977	Hutchinson	US	America/Chicago	359043379931766973
43.35071	46.10925	Gudermes	RU	Europe/Moscow	359043379931766627
-4.24444	-42.29444	Barras	BR	America/Fortaleza	8630330696303481883
18.03496	-66.8499	Yauco	PR	America/Puerto_Rico	863033069630348065
36.19278	117.65694	Laiwu	CN	Asia/Shanghai	8630330696303481214
32.50611	120.14278	Jiangyan	CN	Asia/Shanghai	863033069630348420
48.21644	9.02596	Albstadt	DE	Europe/Berlin	863033069630348495
49.820923	18.262524	Ostrava	CZ	Europe/Prague	3590433799317661859
42.8139	-1.64295	Segundo Ensanche	ES	Europe/Madrid	359043379931766973
35.74788	-95.36969	Muskogee	US	America/Chicago	8630330696303481958
-7.73379	113.69785	Besuki	ID	Asia/Jakarta	3590433799317661859
47.83333	59.6	Shalqar	KZ	Asia/Aqtobe	3590433799317661818
52.26083	7.00417	Losser	NL	Europe/Amsterdam	3590433799317662329
47.48444	36.25361	Polohy	UA	Europe/Zaporozhye	359043379931766247
7.65649	4.92235	Efon-Alaaye	NG	Africa/Lagos	3590433799317661347
-17.83333	48.41667	Ambatondrazaka	MG	Indian/Antananarivo	3590433799317661941
11.50526	77.23826	Sathyamangalam	IN	Asia/Kolkata	3590433799317661503
48.8765	2.18967	Rueil-Malmaison	FR	Europe/Paris	359043379931766932
25.66795	85.83636	Dalsingh Sarai	IN	Asia/Kolkata	8630330696303482311
40.67705	-73.89125	Cypress Hills	US	America/New_York	3590433799317661933
44.80477	-0.59543	Talence	FR	Europe/Paris	3590433799317661370
-0.35817	42.54536	Kismayo	SO	Africa/Mogadishu	8630330696303481818
18.00747	-76.78319	New Kingston	JM	America/Jamaica	8630330696303481628
24.81757	84.63445	Rafiganj	IN	Asia/Kolkata	863033069630348305
52.48173	-2.12139	Brierley Hill	GB	Europe/London	359043379931766429
42.06166	-1.60452	Tudela	ES	Europe/Madrid	863033069630348438
-8.28333	-35.03333	Cabo	BR	America/Recife	3590433799317661057
12.95629	78.27539	Robertsonpet	IN	Asia/Kolkata	863033069630348487
-19.72806	-50.19556	Iturama	BR	America/Sao_Paulo	3590433799317661834
25.92493	73.66633	Sojat	IN	Asia/Kolkata	359043379931766742
-31.25033	-61.4867	Rafaela	AR	America/Argentina/Cordoba	8630330696303482089
3.3285	99.1625	Tebingtinggi	ID	Asia/Jakarta	3590433799317662204
49.820923	18.262524	Ostrava	CZ	Europe/Prague	359043379931766825
37.73604	-120.93549	Riverbank	US	America/Los_Angeles	863033069630348362
14.95472	120.89694	Baliuag	PH	Asia/Manila	863033069630348453
26.67319	31.4976	Juhaynah	EG	Africa/Cairo	8630330696303481271
-38.16604	145.13643	Frankston South	AU	Australia/Melbourne	359043379931766650
47.80527	-122.24064	Bothell West	US	America/Los_Angeles	359043379931766320
40.5576	-74.28459	Woodbridge	US	America/New_York	8630330696303481842
33.45122	-86.99666	Hueytown	US	America/Chicago	8630330696303481016
37.51803	15.00913	Misterbianco	IT	Europe/Rome	359043379931766288
12.1277	78.15794	Dharmapuri	IN	Asia/Kolkata	359043379931766445
-8.66667	-35.71667	Catende	BR	America/Recife	863033069630348065
44.35056	142.45778	Nayoro	JP	Asia/Tokyo	359043379931766635
41.15376	-87.88754	Bourbonnais	US	America/Chicago	8630330696303482311
36.81667	117.81667	Zhoucun	CN	Asia/Shanghai	359043379931766825
15.45144	78.14797	Betamcherla	IN	Asia/Kolkata	863033069630348172
7.50251	5.06258	Igbara-Odo	NG	Africa/Lagos	863033069630348743
41.94175	123.50266	Hushitai	CN	Asia/Shanghai	8630330696303482139
33.41012	-91.06177	Greenville	US	America/Chicago	863033069630348263
26.91756	-82.07842	Punta Gorda Isles	US	America/New_York	3590433799317661107
9.15093	-79.62098	Chilibre	PA	America/Panama	3590433799317662469
42.22718	14.39024	Lanciano	IT	Europe/Rome	359043379931766007
3.7278	98.6738	Labuhan Deli	ID	Asia/Jakarta	3590433799317661024
53.81667	-3.05	Blackpool	GB	Europe/London	3590433799317662394
43.2907	5.4384	Marseille 11	FR	Europe/Paris	359043379931766742
35.20889	111.73861	Changzhi	CN	Asia/Shanghai	3590433799317662170
-1.63333	13.58357	Franceville	GA	Africa/Libreville	3590433799317661503
51.03427	5.37429	Houthalen	BE	Europe/Brussels	3590433799317661784
-16.25	-69.08333	Yunguyo	PE	America/Lima	3590433799317661602
20.28527	-103.42897	Jocotepec	MX	America/Mexico_City	359043379931766684
-11.48472	-37.93278	Rio Real	BR	America/Bahia	863033069630348271
36.33011	138.89585	Annaka	JP	Asia/Tokyo	863033069630348800
18.03496	-66.8499	Yauco	PR	America/Puerto_Rico	3590433799317661271
41.82143	41.77921	Kobuleti	GE	Asia/Tbilisi	863033069630348792
-36.9256	-73.02841	Chiguayante	CL	America/Santiago	3590433799317661545
49.5099	6.74549	Losheim	DE	Europe/Berlin	8630330696303481446
25.92127	86.79271	Madhipura	IN	Asia/Kolkata	863033069630348339
40.92298	14.30935	Afragola	IT	Europe/Rome	359043379931766338
33.08014	-83.2321	Milledgeville	US	America/New_York	3590433799317662410
-8.66667	-35.71667	Catende	BR	America/Recife	3590433799317662063
7.57944	-8.53778	New Yekepa	LR	Africa/Monrovia	3590433799317661271
9.6531	124.3697	Jagna	PH	Asia/Manila	8630330696303481545
11.85	38.01667	Debre Tabor	ET	Africa/Addis_Ababa	3590433799317661826
15.79408	104.1451	Yasothon	TH	Asia/Bangkok	8630330696303481123
45.0408	-93.263	Columbia Heights	US	America/Chicago	863033069630348263
15.48131	-86.57415	Olanchito	HN	America/Tegucigalpa	8630330696303482386
35.95664	36.7138	Binnish	SY	Asia/Damascus	359043379931766403
56.9083	60.8019	Beryozovsky	RU	Asia/Yekaterinburg	359043379931766734
23.02677	113.13148	Foshan	CN	Asia/Shanghai	3590433799317661446
-0.71667	-48.52333	Soure	BR	America/Belem	8630330696303482097
49.195061	16.606836	Brno	CZ	Europe/Prague	3590433799317661834
-28.81833	-52.51028	Soledade	BR	America/Sao_Paulo	8630330696303481610
36.53333	136.61667	Nonoichi	JP	Asia/Tokyo	863033069630348719
-4.16694	-40.7475	Guaraciaba do Norte	BR	America/Fortaleza	3590433799317661388
-11.94306	-76.70944	Chosica	PE	America/Lima	863033069630348073
42.62833	20.89389	Glogovac	XK	Europe/Belgrade	3590433799317661024
38.07789	13.44275	Villabate	IT	Europe/Rome	359043379931766437
5.90702	116.10146	Donggongon	MY	Asia/Kuching	359043379931766320
48.975658	14.480255	České Budějovice	CZ	Europe/Prague	8630330696303482212
48.73218	11.18709	Neuburg an der Donau	DE	Europe/Berlin	359043379931766973
12.97389	123.99333	Sorsogon	PH	Asia/Manila	8630330696303482477
-23.85972	35.34722	Maxixe	MZ	Africa/Maputo	359043379931766346
41.20485	-8.33147	Paredes	PT	Europe/Lisbon	8630330696303482352
6.8485	3.64633	Shagamu	NG	Africa/Lagos	359043379931766544
-25.42944	-50.00639	Palmeira	BR	America/Sao_Paulo	8630330696303481164
31.71667	73.38333	Sangla Hill	PK	Asia/Karachi	863033069630348552
48.975658	14.480255	České Budějovice	CZ	Europe/Prague	8630330696303481511
-33.88096	151.07986	Strathfield	AU	Australia/Sydney	8630330696303481206
37.65181	120.33063	Longgang	CN	Asia/Shanghai	359043379931766379
39.46667	141.95	Yamada	JP	Asia/Tokyo	8630330696303481594
41.6764	-91.58045	Coralville	US	America/Chicago	359043379931766072
10.29085	105.75635	Sa Dec	VN	Asia/Ho_Chi_Minh	3590433799317662469
11.84962	-86.19903	Jinotepe	NI	America/Managua	8630330696303481222
57.97472	33.2525	Valday	RU	Europe/Moscow	8630330696303481503
29.69221	72.54566	Hasilpur	PK	Asia/Karachi	863033069630348057
-11.78333	19.91667	Luena	AO	Africa/Luanda	359043379931766742
23.73333	114.68333	Heyuan	CN	Asia/Shanghai	863033069630348883
27.9247	78.40102	Chharra	IN	Asia/Kolkata	3590433799317661990
-20.87306	-48.29694	Viradouro	BR	America/Sao_Paulo	3590433799317662113
61.72744	17.10558	Hudiksvall	SE	Europe/Stockholm	3590433799317661289
36.91023	-121.75689	Watsonville	US	America/Los_Angeles	8630330696303481842
41.91886	8.73812	Ajaccio	FR	Europe/Paris	3590433799317661677
52.4581	13.28702	Dahlem	DE	Europe/Berlin	359043379931766767
34.61667	135.6	Yao	JP	Asia/Tokyo	3590433799317662188
40.72371	-73.95097	Greenpoint	US	America/New_York	359043379931766478
10.13361	124.84472	Maasin	PH	Asia/Manila	8630330696303481032
3.02013	30.91105	Arua	UG	Africa/Kampala	359043379931766908
34.81667	137.4	Toyokawa	JP	Asia/Tokyo	8630330696303482295
51.168	7.973	Finnentrop	DE	Europe/Berlin	3590433799317662493
44.27804	-88.27205	Kaukauna	US	America/Chicago	863033069630348503
26.76628	83.36889	Gorakhpur	IN	Asia/Kolkata	359043379931766700
-25.42778	-49.27306	Curitiba	BR	America/Sao_Paulo	359043379931766437
50.18545	27.06365	Shepetivka	UA	Europe/Kyiv	3590433799317661487
52.68333	0.93333	East Dereham	GB	Europe/London	8630330696303481461
36.06386	4.62744	El Achir	DZ	Africa/Algiers	8630330696303482295
46.67535	5.55575	Lons-le-Saunier	FR	Europe/Paris	3590433799317662055
14.14989	121.3152	Calauan	PH	Asia/Manila	863033069630348347
12.18441	18.69303	Mongo	TD	Africa/Ndjamena	3590433799317661719
7.62789	4.74161	Ilesa	NG	Africa/Lagos	3590433799317662352
-6.8	39.25	Magomeni	TZ	Africa/Dar_es_Salaam	8630330696303481818
40.66482	122.22833	Yingkou	CN	Asia/Shanghai	8630330696303482048
-23.85972	35.34722	Maxixe	MZ	Africa/Maputo	3590433799317661958
53.7446	-0.33525	Kingston upon Hull	GB	Europe/London	8630330696303482097
51.14942	15.00835	Zgorzelec	PL	Europe/Warsaw	359043379931766676
41.50343	-74.01042	Newburgh	US	America/New_York	8630330696303482394
37.51803	15.00913	Misterbianco	IT	Europe/Rome	863033069630348156
33.4425	129.96972	Karatsu	JP	Asia/Tokyo	8630330696303482204
41.09246	45.36561	Qazax	AZ	Asia/Baku	359043379931766676
13.51825	99.95469	Damnoen Saduak	TH	Asia/Bangkok	863033069630348891
32.52515	-93.75018	Shreveport	US	America/Chicago	8630330696303482147
35.815	139.6853	Shimotoda	JP	Asia/Tokyo	863033069630348461
7.6	4.18333	Olupona	NG	Africa/Lagos	3590433799317661859
-6.91806	106.92667	Sukabumi	ID	Asia/Jakarta	8630330696303481784
40.24537	-75.64963	Pottstown	US	America/New_York	863033069630348362
15.58552	102.42587	Bua Yai	TH	Asia/Bangkok	3590433799317662378
23.5654	119.58627	Magong	TW	Asia/Taipei	863033069630348917
-28.44917	-52.2	Marau	BR	America/Sao_Paulo	3590433799317662204
53.59782	34.33825	Dyat‚Äôkovo	RU	Europe/Moscow	3590433799317662113
7.6	4.18333	Olupona	NG	Africa/Lagos	863033069630348065
33.42585	-6.00137	Oulmes	MA	Africa/Casablanca	359043379931766957
20.21322	-100.88023	Salvatierra	MX	America/Mexico_City	8630330696303481800
44.59445	11.04979	Castelfranco Emilia	IT	Europe/Rome	359043379931766767
36.53333	136.61667	Nonoichi	JP	Asia/Tokyo	3590433799317661750
11.00599	77.5609	Kangayam	IN	Asia/Kolkata	863033069630348313
51.19139	6.51352	Korschenbroich	DE	Europe/Berlin	863033069630348586
10.61285	12.19458	Biu	NG	Africa/Lagos	8630330696303482006
51.39323	0.47713	Strood	GB	Europe/London	3590433799317662188
52.4581	13.28702	Dahlem	DE	Europe/Berlin	359043379931766130
46.09273	-88.64235	Iron River	US	America/Menominee	8630330696303482014
-10.95817	-38.79084	Tucano	BR	America/Bahia	3590433799317661412
34.5624	38.28402	Tadmur	SY	Asia/Damascus	359043379931766676
20.88098	75.11937	Parola	IN	Asia/Kolkata	863033069630348313
54.8421	46.5813	Alatyr‚Äô	RU	Europe/Moscow	359043379931766619
41.55815	-73.0515	Waterbury	US	America/New_York	3590433799317661578
50.82882	-0.32247	Lancing	GB	Europe/London	863033069630348669
35.48199	137.02166	Minokamo	JP	Asia/Tokyo	8630330696303481669
48.8449	17.22635	Skalica	SK	Europe/Bratislava	8630330696303481206
46.09273	-88.64235	Iron River	US	America/Menominee	3590433799317662055
44.27804	-88.27205	Kaukauna	US	America/Chicago	8630330696303481503
51.67822	33.9162	Hlukhiv	UA	Europe/Kyiv	863033069630348677
14.67751	-60.94228	Le Robert	MQ	America/Martinique	863033069630348545
12.25282	79.41727	Gingee	IN	Asia/Kolkata	359043379931766494
12.18441	18.69303	Mongo	TD	Africa/Ndjamena	863033069630348982
-6.91806	106.92667	Sukabumi	ID	Asia/Jakarta	3590433799317662360
12.1277	78.15794	Dharmapuri	IN	Asia/Kolkata	863033069630348537
8.88988	-79.62603	Veracruz	PA	America/Panama	3590433799317661735
36.92574	14.72443	Ragusa	IT	Europe/Rome	359043379931766254
-1.9487	30.4347	Rwamagana	RW	Africa/Kigali	3590433799317661719
52.4581	13.28702	Dahlem	DE	Europe/Berlin	3590433799317661354
36.27462	4.85668	Bordj Zemoura	DZ	Africa/Algiers	8630330696303481735
43.31667	-2.68333	Gernika-Lumo	ES	Europe/Madrid	3590433799317661891
-34.74785	-58.70072	Pontevedra	AR	America/Argentina/Buenos_Aires	8630330696303482055
52.71083	5.74861	Emmeloord	NL	Europe/Amsterdam	3590433799317662311
-6.8	39.25	Magomeni	TZ	Africa/Dar_es_Salaam	863033069630348594
-7.81667	112.01667	Kediri	ID	Asia/Jakarta	863033069630348313
-28.24	-48.67028	Imbituba	BR	America/Sao_Paulo	3590433799317661545
23.07492	88.28637	Pandua	IN	Asia/Kolkata	3590433799317661362
33.92946	-116.97725	Beaumont	US	America/Los_Angeles	8630330696303481339
-4.16694	-40.7475	Guaraciaba do Norte	BR	America/Fortaleza	8630330696303482063
47.92526	-97.03285	Grand Forks	US	America/Chicago	8630330696303481206
51.65	-0.2	Barnet	GB	Europe/London	359043379931766858
47.4943	-122.24092	Bryn Mawr-Skyway	US	America/Los_Angeles	8630330696303481966
-7.0981	109.3243	Randudongkal	ID	Asia/Jakarta	8630330696303481826
12.1277	78.15794	Dharmapuri	IN	Asia/Kolkata	3590433799317661164
-7.81667	112.01667	Kediri	ID	Asia/Jakarta	3590433799317662345
51.39323	0.47713	Strood	GB	Europe/London	359043379931766478
32.44874	-99.73314	Abilene	US	America/Chicago	8630330696303482170
50.76306	-1.29772	Cowes	GB	Europe/London	863033069630348909
51.19139	6.51352	Korschenbroich	DE	Europe/Berlin	3590433799317661701
50.82709	6.9747	Wesseling	DE	Europe/Berlin	8630330696303481180
-54.8	-68.3	Ushuaia	AR	America/Argentina/Ushuaia	3590433799317662055
38.06084	-97.92977	Hutchinson	US	America/Chicago	3590433799317662485
49.820923	18.262524	Ostrava	CZ	Europe/Prague	8630330696303481370
-37.9	145.18333	Wheelers Hill	AU	Australia/Melbourne	863033069630348024
25.92127	86.79271	Madhipura	IN	Asia/Kolkata	8630330696303481578
35.21222	2.31889	Ksar Chellala	DZ	Africa/Algiers	863033069630348339
51.14942	15.00835	Zgorzelec	PL	Europe/Warsaw	863033069630348214
50.23271	12.87117	Karlovy Vary	CZ	Europe/Prague	359043379931766452
9.3337	122.8637	Santa Catalina	PH	Asia/Manila	863033069630348735
34.95303	-120.43572	Santa Maria	US	America/Los_Angeles	359043379931766825
41.63976	2.35739	Cardedeu	ES	Europe/Madrid	8630330696303482303
10.13361	124.84472	Maasin	PH	Asia/Manila	863033069630348966
-15.675	-38.94722	Canavieiras	BR	America/Bahia	359043379931766643
11.93381	79.82979	Puducherry	IN	Asia/Kolkata	8630330696303481941
48.73218	11.18709	Neuburg an der Donau	DE	Europe/Berlin	3590433799317661537
41.41204	2.18247	el Camp de l'Arpa del Clot	ES	Europe/Madrid	863033069630348008
26.18924	-98.15529	San Juan	US	America/Chicago	359043379931766304
33.4425	129.96972	Karatsu	JP	Asia/Tokyo	3590433799317662469
12.04161	75.35927	Talipparamba	IN	Asia/Kolkata	3590433799317661701
-19.72806	-50.19556	Iturama	BR	America/Sao_Paulo	3590433799317661867
37.73604	-120.93549	Riverbank	US	America/Los_Angeles	863033069630348719
52.53048	13.29371	Charlottenburg-Nord	DE	Europe/Berlin	3590433799317662121
56.56317	-2.58736	Arbroath	GB	Europe/London	8630330696303481636
9.535	-13.68778	Camayenne	GN	Africa/Conakry	3590433799317661131
44.92934	37.99117	Krymsk	RU	Europe/Moscow	359043379931766999
23.07492	88.28637	Pandua	IN	Asia/Kolkata	8630330696303481297
-34.74785	-58.70072	Pontevedra	AR	America/Argentina/Buenos_Aires	3590433799317662238
-10.91111	-37.07167	Aracaju	BR	America/Maceio	8630330696303481180
43.35071	46.10925	Gudermes	RU	Europe/Moscow	359043379931766098
25.92127	86.79271	Madhipura	IN	Asia/Kolkata	8630330696303481909
40.87329	14.43865	Somma Vesuviana	IT	Europe/Rome	359043379931766833
43.82634	144.09638	Motomachi	JP	Asia/Tokyo	8630330696303482204
51.44889	5.51978	Tongelre	NL	Europe/Amsterdam	8630330696303482451
-7.57897	112.23109	Diwek	ID	Asia/Jakarta	8630330696303481206
38.54491	-121.74052	Davis	US	America/Los_Angeles	3590433799317661586
36.76775	2.95924	Cheraga	DZ	Africa/Algiers	8630330696303481636
33.86419	48.26258	Aleshtar	IR	Asia/Tehran	863033069630348206
54.8421	46.5813	Alatyr‚Äô	RU	Europe/Moscow	8630330696303481594
41.1053	-7.32097	Custoias	PT	Europe/Lisbon	863033069630348727
