ts	imei	mwra	p.android.gm	p.android.chrome	p.android.packageinstaller	p.android.externalstorage	p.android.settings	p.android.documentsui	p.system	p.google	p.android.gms	p.olauncher	p.inputmethod.latin	p.katana	p.process.gapps	p.browser.provider	p.gms.persistent	p.android.vending	p.notifier	p.simulator	p.dogalize	p.android.defcontainer
2018-05-06 09:25:00	359043379931766924	1.00000	6.72538	14.12511	13.98769	14.69370	9.13517	7.50935	15.26965	55.82392	56.50407	44.37467	73.42931	44.00296	76.05225	17.61297	86.15189	50.28158	30.05721	99.28648	75.40664	49.62863
2018-05-06 09:26:00	863033069630348529	0.00000	12.77973	13.58469	9.71852	11.86749	12.37039	12.44414	10.41301	91.18406	58.08318	39.42554	23.30262	24.98254	56.41492	49.47616	78.92747	95.85918	8.39731	85.46494	58.85001	53.64616
2018-05-06 09:27:00	863033069630348123	0.00000	12.27467	14.56020	10.26729	14.72343	13.97087	11.27258	11.02460	58.54402	38.36876	47.91936	3.91418	81.02643	10.73484	84.59744	62.24667	15.65703	83.05207	41.63993	72.29595	45.19036
2018-05-06 09:28:00	3590433799317662410	1.00000	8.52179	8.81809	5.78440	13.54790	14.43080	10.56368	13.94275	67.39098	40.11578	73.93685	73.53219	81.06937	49.71438	61.19816	26.46378	37.37412	24.19523	14.83204	67.21770	53.28466
2018-05-06 09:29:00	3590433799317661867	1.00000	7.70209	9.22525	12.49662	10.75849	12.70235	14.29585	14.07001	49.61473	47.07585	73.34638	43.68789	0.85916	97.19368	35.33437	87.84334	84.02713	87.74484	51.37786	61.08110	19.55276
2018-05-06 09:30:00	3590433799317661412	0.00000	16.32439	10.72440	14.65283	15.92030	14.72191	14.34033	9.16007	61.25630	63.67081	60.53060	80.16884	35.57042	1.14891	65.49411	42.28420	81.37987	73.94711	63.81692	23.17013	26.27774
2018-05-06 09:31:00	359043379931766536	0.00000	14.10926	9.78978	12.51446	12.19774	13.53545	15.57680	10.67910	57.39312	50.37235	60.96578	73.88228	28.15305	71.91010	10.55260	53.61227	6.49485	25.91994	49.78302	88.94924	99.92196
2018-05-06 09:32:00	359043379931766981	1.00000	9.49590	9.13560	11.45424	12.36209	12.54821	14.58448	15.91329	41.97519	55.85072	40.98629	38.28170	56.90741	43.14367	95.22884	27.62544	70.43752	44.82321	7.90005	36.75494	3.46608
2018-05-06 09:33:00	359043379931766726	1.00000	9.61549	10.32039	7.57990	14.40043	14.43380	11.99950	14.94915	43.31158	26.18794	48.90075	6.41783	47.05177	8.66012	13.20151	43.40084	22.69434	93.78320	53.35062	74.08543	37.27822
2018-05-06 09:34:00	359043379931766049	0.00000	12.66169	12.44834	9.75385	12.71828	11.61900	13.98371	8.04727	35.16964	40.00299	64.42435	19.44844	2.27840	36.01390	94.13028	47.56099	95.80052	19.86770	16.11548	83.76972	97.58049
2018-05-06 09:35:00	3590433799317661297	1.00000	6.21148	9.49411	11.48797	13.87814	14.37909	18.88473	14.66721	65.16809	46.24133	46.92497	33.24126	56.96909	86.66778	17.13857	32.10455	64.19623	74.78860	59.83985	21.44791	92.12690
2018-05-06 09:36:00	8630330696303481453	0.00000	16.12774	9.82766	11.29649	11.75363	12.01963	15.48256	14.14160	69.30065	61.81789	56.25630	40.83934	26.95060	0.22426	22.21042	34.50001	69.39943	67.54393	58.90355	2.05865	55.93715
2018-05-06 09:37:00	8630330696303482402	1.00000	8.92869	13.35107	10.52878	14.11651	10.94836	9.76713	13.77217	44.51985	56.28421	72.18737	61.51154	1.31480	39.00338	6.09602	87.79104	76.09858	91.23087	38.13145	12.14864	84.13284
2018-05-06 09:38:00	8630330696303481040	0.00000	15.16063	8.15278	13.90727	15.40166	11.39022	14.60322	11.48756	53.61555	63.48896	60.86991	56.64237	54.54796	86.32785	66.43778	63.33281	22.42689	58.81266	11.64021	45.61848	67.67231
2018-05-06 09:39:00	8630330696303481388	1.00000	7.90466	14.99567	10.35970	12.77168	10.59419	7.08062	13.54175	56.87086	40.09158	55.72545	27.73718	84.40388	98.02712	53.46005	13.23169	15.10070	57.27472	3.02657	26.11863	17.21089
2018-05-06 09:40:00	3590433799317662022	1.00000	12.42711	12.53258	9.19562	16.64661	11.15984	10.38757	14.41882	32.56391	37.52570	35.99650	46.30157	72.25737	3.86112	89.46518	10.50612	58.85706	38.56004	22.23878	27.75864	59.41791
2018-05-06 09:41:00	863033069630348842	1.00000	10.67454	9.52621	9.13788	14.51083	15.34828	15.70382	13.17172	49.92898	54.19797	41.52922	36.88116	95.83263	61.10377	83.13762	64.51366	44.52411	19.71312	52.18488	9.22079	92.91303
2018-05-06 09:42:00	8630330696303481123	0.00000	15.55124	10.25067	12.65612	13.02457	12.38287	15.84361	12.88697	40.68445	38.67634	60.92309	0.62843	75.12385	72.62113	94.07168	44.68932	73.03128	96.63212	77.40539	11.35958	28.79050
2018-05-06 09:43:00	863033069630348909	1.00000	6.61766	13.65256	13.26596	12.33377	8.77615	17.49318	13.54715	52.92017	49.64494	48.11062	60.18643	39.86461	13.03122	55.36326	83.10673	31.21184	57.88165	71.60653	7.17503	89.78981
2018-05-06 09:44:00	8630330696303482196	1.00000	8.49528	10.08211	11.36282	12.42274	11.90289	16.01736	16.28610	58.31007	35.37691	65.78106	63.99554	19.98107	26.08558	64.51292	29.77159	46.21962	26.75732	7.93819	81.27607	0.20094
2018-05-06 09:45:00	8630330696303481776	1.00000	10.40246	11.08923	5.63398	15.55681	9.83676	11.71471	14.74447	43.63131	41.19852	67.82410	0.04972	43.38042	66.33331	3.35728	24.57267	12.30164	62.30284	91.72744	67.14649	97.60029
2018-05-06 09:46:00	3590433799317661453	1.00000	7.35275	8.22257	10.49913	11.55444	13.20792	12.45683	13.88947	58.91081	48.39818	53.46230	9.04872	36.40175	64.72670	46.79703	31.61779	47.78686	94.35989	77.61566	4.86176	15.68315
2018-05-06 09:47:00	3590433799317661560	0.00000	8.69031	9.86658	8.96926	12.23778	14.85695	13.64631	13.54198	52.43293	32.67263	43.42783	45.42992	48.34258	33.48067	21.56636	40.08067	11.76926	94.91089	29.83121	77.35454	46.81869
2018-05-06 09:48:00	3590433799317661156	1.00000	8.29170	6.62769	7.65230	15.08632	15.82167	10.48955	12.32131	55.50240	49.41290	45.42434	55.70703	79.57887	60.31964	43.66788	32.10337	2.02612	52.58002	85.19329	14.50957	78.95682
2018-05-06 09:49:00	359043379931766510	0.00000	14.13839	5.54833	14.89752	11.17816	14.40385	12.91890	11.27751	62.53448	34.63161	38.86018	45.85748	77.58445	61.94332	79.64786	6.12775	38.52476	25.61435	28.57655	35.73864	85.66256
2018-05-06 09:50:00	359043379931766809	1.00000	13.26521	16.04903	7.81527	13.04342	9.56025	8.21658	11.63991	44.59949	34.98124	42.36818	77.12271	45.47402	44.54324	56.00867	78.73635	2.31946	0.87444	24.48130	36.17782	44.80015
2018-05-06 09:51:00	359043379931766163	0.00000	14.56386	7.83420	12.20304	12.31378	12.16169	13.12396	9.80534	75.04870	86.99520	54.74619	21.12787	14.93785	19.90752	78.82469	39.59731	85.61597	69.73779	9.29314	46.88917	47.21859
2018-05-06 09:52:00	3590433799317662014	1.00000	8.26284	7.05961	12.96495	14.12012	14.47766	12.99505	14.48796	30.33509	54.73126	54.84177	58.71207	1.91738	68.95169	82.57885	99.01230	26.22735	31.84457	32.28195	88.39071	38.53681
2018-05-06 09:53:00	3590433799317661271	0.00000	13.70749	12.14731	9.43896	12.64612	14.19657	13.87904	9.86746	43.74615	26.34315	53.97681	76.87724	81.56066	9.98433	97.87304	33.52622	78.13277	31.99929	58.69032	14.60899	55.49915
2018-05-06 09:54:00	359043379931766874	1.00000	9.01025	13.66587	7.91814	8.96415	11.65348	11.47057	9.20212	55.97829	46.52103	42.33062	17.10324	61.39827	83.22713	20.89861	3.38825	8.57979	83.80198	69.13503	49.59162	70.31625
2018-05-06 09:55:00	863033069630348321	1.00000	9.74790	10.92156	12.18175	12.21738	11.58403	16.56505	11.12570	52.14563	42.55589	60.08956	34.23023	7.48430	66.77610	9.43982	58.67519	12.07020	45.81336	2.95076	18.14906	33.54754
2018-05-06 09:56:00	3590433799317661586	0.00000	12.82826	13.29410	8.96036	13.89699	12.23479	13.01810	10.64290	54.57287	60.56734	31.68689	12.60934	30.06573	41.95481	7.74773	19.20819	54.64884	66.78349	55.96445	44.20324	85.66460
2018-05-06 09:57:00	359043379931766296	1.00000	9.26537	9.63283	9.03178	12.67728	13.29884	14.09115	15.22155	52.08513	33.31185	74.50948	4.73330	22.89615	45.05091	71.30968	6.06569	8.44355	89.63625	79.71135	22.52315	47.89768
2018-05-06 09:58:00	359043379931766973	0.00000	12.69150	12.87102	12.50495	14.45987	13.74640	12.48943	9.22848	49.89253	70.87285	45.56401	76.84660	29.08973	78.58049	84.74199	58.61463	43.81570	31.03280	85.33254	78.44254	24.00012
2018-05-06 09:59:00	8630330696303481784	0.00000	15.58334	10.17860	12.41014	16.51052	8.44449	14.88072	8.03932	81.00477	67.59997	56.26352	10.64351	33.28348	25.66887	21.21065	25.87416	90.37759	84.69765	63.75073	7.62565	50.95453
2018-05-06 10:00:00	863033069630348990	0.00000	13.68690	10.28871	12.13856	11.86338	14.22888	12.80007	15.09617	26.05237	61.88226	45.41619	48.55910	44.45806	52.09765	14.12959	93.67610	11.03516	97.12903	40.89763	55.77358	90.44740
2018-05-06 10:01:00	8630330696303482386	1.00000	12.10045	10.53097	10.47843	13.27530	12.16031	13.86434	12.00984	61.61201	62.93799	39.85281	54.88257	57.57898	62.38879	14.03254	10.34244	32.55519	10.89535	55.41879	83.82233	22.49803
2018-05-06 10:02:00	8630330696303482469	0.00000	12.76952	11.93606	7.78012	11.94735	14.00137	12.64546	11.57565	48.06080	30.81116	57.72782	67.30482	40.07822	23.31066	87.12572	32.62448	23.90819	29.72136	83.27173	1.38216	35.40151
2018-05-06 10:03:00	863033069630348586	1.00000	9.31942	11.56131	8.48720	14.12800	10.74390	9.88475	14.45569	56.72781	42.20926	68.64463	77.74146	52.00402	63.79296	84.68858	40.43477	64.07307	25.04240	43.35667	14.43844	60.97916
2018-05-06 10:04:00	8630330696303481917	0.00000	4.67983	7.74056	8.34568	13.30544	13.09109	13.46204	13.86660	42.25624	55.66389	71.23637	94.68154	1.00108	14.94339	19.34173	0.42563	9.24580	36.07835	2.22807	21.88342	39.34484
2018-05-06 10:05:00	3590433799317661313	1.00000	10.85451	15.26588	12.15356	11.94948	12.14151	11.44268	11.68921	36.75964	36.06207	40.48133	39.25334	75.99627	7.81398	11.63470	93.11660	62.33544	65.81429	77.65389	75.92165	85.40952
2018-05-06 10:06:00	8630330696303481065	1.00000	13.78561	7.35555	11.63219	15.98612	13.81059	13.12880	10.83213	51.03584	44.68355	10.23583	49.02792	2.76769	74.14869	73.74981	44.57966	5.25811	96.08342	67.73001	91.04002	10.78153
2018-05-06 10:07:00	3590433799317661453	1.00000	15.48718	14.82207	8.76337	9.94846	13.24151	9.48980	12.44295	25.14082	60.02103	49.21893	76.14106	8.52037	8.83317	86.11790	9.86177	11.22955	17.33705	41.02480	62.52233	8.35152
2018-05-06 10:08:00	3590433799317661230	0.00000	11.95149	7.85820	11.72455	16.80698	8.53466	12.17328	9.14843	45.90403	26.18735	51.75869	99.83768	51.29864	37.73011	80.38416	61.25884	53.35830	4.82432	84.03289	51.19488	59.78996
2018-05-06 10:09:00	863033069630348263	1.00000	8.23359	15.51716	9.86660	16.41928	6.08036	7.59691	13.45457	40.70667	46.96775	51.15445	15.50764	93.83582	74.05898	5.17731	23.80386	26.70228	7.33969	46.05930	4.89951	32.90023
2018-05-06 10:10:00	3590433799317662170	1.00000	9.74996	11.47194	10.14635	8.32074	13.29883	11.87843	11.13023	24.28183	35.84544	71.56947	56.95855	70.16616	28.71102	87.78758	75.88927	69.74888	78.87172	22.58957	95.08520	44.97264
2018-05-06 10:11:00	3590433799317662295	0.00000	13.40640	6.62282	11.39075	12.20966	12.19515	14.15687	12.48050	18.47340	43.05588	46.75002	22.52145	42.71627	91.41573	1.77311	41.83850	38.21422	29.09390	42.39881	88.26568	5.67713
2018-05-06 10:12:00	359043379931766155	1.00000	11.93227	8.91114	9.71495	13.73647	14.06158	14.41362	12.43805	60.23675	16.12049	36.21904	92.51712	20.83333	16.26523	76.27787	80.30896	67.17652	67.03915	85.13602	7.42779	5.12905
2018-05-06 10:13:00	3590433799317661081	0.00000	12.32039	7.80543	10.95831	10.17063	13.96704	13.25575	14.48437	56.51294	44.04387	52.85088	77.77024	46.22801	51.90361	95.40804	24.62327	82.66214	86.25077	81.23682	43.77635	0.20112
2018-05-06 10:14:00	359043379931766833	1.00000	11.06564	8.05971	5.60911	12.40187	13.67605	9.05786	11.02928	58.17269	42.98573	84.84029	35.69977	71.93216	41.34776	14.04564	43.91341	6.22859	22.82617	13.92625	65.41978	5.88498
2018-05-06 10:15:00	3590433799317661339	0.00000	15.05403	9.86086	9.84275	11.53283	12.80978	13.10514	14.72557	49.56216	30.12511	73.34722	34.96000	71.84890	94.73802	68.15821	65.48485	87.29337	0.22957	35.79952	29.08578	33.01165
2018-05-06 10:16:00	359043379931766239	0.00000	14.95340	12.83724	12.59058	12.39309	13.68127	15.29646	8.13242	37.95922	58.53108	40.08040	54.92935	61.79437	70.08733	44.77917	41.89681	99.97942	49.46747	78.91499	71.52223	68.31780
2018-05-06 10:17:00	359043379931766973	1.00000	6.10780	11.68775	9.94348	14.47069	8.38125	9.44152	12.58289	68.37653	40.54494	38.10428	41.37349	41.09170	22.72393	55.29427	65.61579	6.11925	86.35589	46.74978	56.21266	6.95436
2018-05-06 10:18:00	863033069630348149	0.00000	11.49107	10.03095	10.61349	12.27469	14.16676	15.36625	18.97159	46.57845	61.00522	60.74941	59.98988	37.60453	44.97866	17.64413	99.52980	97.83758	36.26257	23.37824	27.36211	84.02307
2018-05-06 10:19:00	3590433799317661644	1.00000	10.94018	12.01402	10.92138	11.07432	8.02214	9.96302	12.90083	59.45800	44.38464	50.12821	72.78307	69.36798	41.21518	59.79498	35.59112	61.38351	24.48030	13.91274	2.25308	0.41659
2018-05-06 10:20:00	863033069630348396	0.00000	9.89416	12.14831	9.22712	11.43917	12.68774	10.68684	11.66755	71.95197	38.57291	67.39123	50.58417	55.27925	83.86543	76.12101	58.38822	68.71133	33.75351	95.30211	47.94885	52.25461
2018-05-06 10:21:00	359043379931766171	0.00000	13.91881	13.76682	8.81275	14.08125	13.51311	13.76679	7.89126	46.82600	47.54283	35.92218	71.63224	65.75409	74.48827	86.58352	84.99757	49.03720	87.57212	49.05820	97.88265	76.76036
2018-05-06 10:22:00	8630330696303481933	1.00000	8.63959	15.70099	8.33141	13.24903	8.81428	7.81779	11.55986	47.92869	51.56513	48.80317	67.31493	12.67997	27.20758	88.97966	88.44616	86.98064	91.67704	12.59396	46.19718	80.20696
2018-05-06 10:23:00	359043379931766981	1.00000	16.15487	9.81818	10.98850	18.24675	14.30306	15.63267	11.26529	21.49493	45.46258	53.21438	93.45048	81.87671	6.41239	31.39826	4.18222	89.12584	58.00420	2.14270	10.88859	49.78477
2018-05-06 10:24:00	3590433799317662055	1.00000	6.66595	11.29919	10.68994	12.34496	10.50775	12.35019	11.41663	55.83222	48.10525	49.27589	82.27374	79.61237	33.73365	87.12779	96.82760	55.47296	90.33834	69.83429	14.64542	5.64743
2018-05-06 10:25:00	8630330696303481479	1.00000	7.36381	9.70641	9.58344	13.26060	11.64024	11.95773	14.01256	70.66929	45.74423	44.07848	23.46902	52.46393	14.25549	81.45116	76.06036	95.74608	23.37766	21.91669	97.96459	66.27755
2018-05-06 10:26:00	3590433799317661388	0.00000	12.90465	14.89843	9.92431	14.66575	10.99455	16.14454	9.46536	53.39129	44.02701	74.99976	6.58582	37.28618	52.87590	47.62537	77.79697	49.52748	31.94469	8.96962	59.90900	75.28834
2018-05-06 10:27:00	8630330696303481412	0.00000	14.04129	12.23722	10.22273	15.28272	13.57252	13.14498	9.43594	41.52656	64.33924	25.30084	23.16511	60.89513	71.50113	36.38662	30.54529	80.56913	40.52788	21.81955	11.38506	31.45541
2018-05-06 10:28:00	8630330696303482014	1.00000	8.54006	11.59696	12.21901	15.37798	12.37580	16.16806	13.20740	48.26982	40.82764	48.71847	43.20141	49.03373	58.52709	71.59523	83.17707	63.27350	27.66042	58.38280	80.96158	70.63210
2018-05-06 10:29:00	8630330696303481008	0.00000	13.85745	13.99913	9.56750	15.80190	13.52237	11.76722	7.09000	49.41048	64.00778	64.47917	83.15445	34.90460	57.85986	25.03189	82.18487	37.84482	6.63817	15.93337	78.35079	75.98471
2018-05-06 10:30:00	359043379931766684	0.00000	8.74614	15.01544	10.44859	12.68074	8.16019	9.00930	14.41190	58.17061	24.71129	55.04192	76.01538	92.49365	61.85419	93.17658	31.17100	8.20386	45.86039	55.19009	45.65810	5.45516
2018-05-06 10:31:00	3590433799317662493	0.00000	11.23527	8.27848	13.81350	14.19150	12.47102	11.56195	10.23326	33.25225	40.34693	47.83052	68.73797	22.18185	86.96628	5.08531	2.62945	93.53952	44.68988	93.03200	92.13290	97.25537
2018-05-06 10:32:00	359043379931766833	1.00000	6.18806	14.43125	10.36458	11.61484	7.97813	13.15377	15.32974	55.09546	37.53757	44.47911	77.26505	31.20486	11.13564	0.37858	21.87590	70.72208	58.03810	10.98694	48.93843	90.78827
2018-05-06 10:33:00	863033069630348743	1.00000	8.93758	8.39178	9.28026	15.28853	13.58579	12.67190	13.35260	46.66644	50.69193	42.30465	38.31769	99.16479	94.49789	30.91663	71.89311	72.57084	68.59700	53.69880	39.39871	81.10220
2018-05-06 10:34:00	8630330696303482097	0.00000	14.88403	8.27674	13.11086	14.17026	11.76875	12.68743	10.88619	48.69600	53.38656	39.84793	94.04608	28.18342	58.77415	66.86518	48.62668	43.11263	30.86399	56.93341	44.53564	29.09447
2018-05-06 10:35:00	8630330696303481321	0.00000	10.39623	12.28081	8.54474	11.77370	11.58520	12.98319	9.44042	27.49174	62.44548	40.64881	25.51936	72.26448	47.37167	74.16913	0.40346	45.46803	87.04992	86.74874	88.40263	66.36544
2018-05-06 10:36:00	359043379931766411	0.00000	13.28244	13.68035	9.79260	10.63605	11.78880	15.93394	9.31591	53.98789	53.89281	53.71399	85.12017	15.65889	96.20978	89.86939	78.90431	21.76693	48.20307	42.19250	0.62489	1.28443
2018-05-06 10:37:00	359043379931766155	1.00000	9.83753	7.02812	7.98611	15.17147	13.78139	9.34148	12.87563	76.98773	39.80452	61.00131	58.16624	69.18685	60.82011	18.03753	8.54079	27.18426	99.08767	22.09739	99.90011	21.55510
2018-05-06 10:38:00	8630330696303481792	1.00000	5.42107	9.45318	12.36563	12.14260	11.97456	9.29729	15.10253	52.17082	51.53642	40.98129	43.53135	13.80009	95.97821	46.05253	44.43470	63.11953	1.93305	64.87616	57.59490	74.81281
2018-05-06 10:39:00	8630330696303481131	1.00000	8.13418	11.06566	9.50097	13.69592	11.37713	13.15555	13.71422	33.77926	32.16699	51.00121	63.28370	31.26177	15.99343	14.92075	42.75619	58.74765	30.98423	29.52300	80.22737	57.00774
2018-05-06 10:40:00	8630330696303481578	1.00000	13.00155	15.78511	8.71434	15.15603	6.74776	7.03810	15.44329	38.72776	24.66492	52.51060	21.33187	53.71686	2.51642	41.69420	99.54524	39.08481	49.65460	80.37066	10.00623	68.59374
2018-05-06 10:41:00	3590433799317661362	1.00000	7.83031	10.80868	8.58923	13.84210	9.00717	12.58847	12.61980	78.86689	56.08436	14.84507	66.29486	42.70333	84.90519	80.67598	27.54453	89.29822	59.32226	52.22959	18.99492	24.16327
2018-05-06 10:42:00	863033069630348339	0.00000	14.34926	12.94048	11.34033	15.12469	12.06221	14.39409	8.58717	56.54966	34.98387	52.37966	38.84098	25.51417	34.45969	58.13610	86.83717	99.68295	93.81835	20.01920	17.92421	16.10257
2018-05-06 10:43:00	8630330696303481651	1.00000	9.90602	15.11397	11.04653	10.61567	11.22909	13.34069	12.82830	52.67793	46.44476	48.99189	98.32918	37.29838	68.12712	87.85393	76.46270	61.47908	22.51618	56.06925	94.16410	13.09875
2018-05-06 10:44:00	3590433799317662170	1.00000	9.99332	8.64754	8.96939	10.11309	13.62153	11.35937	13.36748	28.39542	31.35034	48.38592	30.26059	47.90259	40.76896	88.31398	57.98620	35.91454	12.60132	21.26718	56.11505	97.04235
2018-05-06 10:45:00	3590433799317661479	1.00000	11.73729	13.47957	9.66400	16.59038	13.22542	10.95513	9.19814	44.93500	59.61986	45.40386	72.16052	51.88893	97.90453	33.73553	70.89144	93.13249	35.90875	24.94194	13.48213	51.32791
2018-05-06 10:46:00	359043379931766312	1.00000	10.46684	9.29428	11.33724	15.54252	13.69130	14.08286	14.20345	38.32700	43.05611	59.02353	90.65073	53.13584	68.71474	48.71668	2.84559	97.58948	69.74676	87.89989	31.72603	87.82491
2018-05-06 10:47:00	359043379931766411	0.00000	16.08017	5.00633	12.20467	10.78863	13.31567	13.02497	12.27190	49.99737	47.57973	46.80298	72.89493	16.11004	12.88228	41.57723	85.48221	88.20823	37.63375	31.02255	40.17018	62.88597
2018-05-06 10:48:00	863033069630348164	0.00000	15.37824	8.49574	12.27510	11.57981	12.91477	12.78081	11.19878	16.28110	50.49691	39.94865	32.79466	53.77105	21.53817	29.49375	77.70324	55.39602	7.90753	95.96500	47.24817	98.80936
2018-05-06 10:49:00	8630330696303482006	1.00000	9.52854	10.42833	9.04869	12.22034	12.07822	12.79018	14.54596	28.96841	48.17149	63.60356	50.77519	70.45327	24.37163	69.72255	24.75569	5.47095	19.33090	6.79580	65.51331	72.29444
2018-05-06 10:50:00	3590433799317662022	1.00000	13.83360	13.70508	8.62608	14.62283	8.62564	9.92340	13.27244	30.19551	53.87020	43.12505	94.84869	48.30139	98.49634	93.31202	40.92621	29.34686	36.54630	43.37294	3.92021	93.79760
2018-05-06 10:51:00	8630330696303481016	1.00000	9.32407	13.49188	9.11218	12.95358	6.81982	10.19052	13.50039	68.80342	32.16665	43.19585	4.45619	49.18259	21.78649	19.34065	29.51826	69.84907	71.57532	58.85418	96.56057	90.89102
2018-05-06 10:52:00	3590433799317661677	0.00000	13.00589	11.23898	11.92975	13.96613	13.02298	13.75631	8.36220	55.20918	47.74640	52.53772	18.23165	38.56905	93.74573	25.35865	20.16125	0.15251	45.12641	26.72292	10.03515	0.47413
2018-05-06 10:53:00	8630330696303481503	1.00000	9.23581	11.60975	9.48359	14.99397	10.55803	9.91741	14.69471	51.37291	89.49106	23.07427	47.69768	50.50064	79.78888	5.34764	81.87942	55.02601	80.91496	14.99045	87.26814	55.03587
2018-05-06 10:54:00	863033069630348198	1.00000	11.24974	9.41339	9.20542	13.52784	13.69104	13.90705	11.82981	31.61480	51.89788	33.19509	99.40762	95.04926	57.04277	2.77838	16.83775	80.58441	41.26352	72.22897	52.34001	91.48647
2018-05-06 10:55:00	359043379931766858	0.00000	13.30894	7.58826	14.12294	13.31797	11.08143	14.23055	7.75274	63.62718	55.87849	55.04851	7.52119	30.63199	38.85091	76.92479	86.22703	84.26361	54.02853	45.72976	20.33106	63.62454
2018-05-06 10:56:00	863033069630348602	1.00000	9.04003	14.80249	10.17198	13.31168	3.68152	7.01231	13.73259	31.66468	28.42366	39.40993	1.46963	96.66689	5.72289	75.04357	60.82301	22.21000	29.18513	71.13939	0.94585	18.14491
2018-05-06 10:57:00	863033069630348362	1.00000	7.28143	12.25418	7.64066	11.41536	8.44849	10.47448	12.40759	40.39510	32.83192	56.19795	58.74419	76.43455	70.77521	25.15809	6.25255	12.55178	48.05431	72.32606	83.84944	82.07415
2018-05-06 10:58:00	8630330696303481362	0.00000	11.87405	12.73375	9.92405	11.41317	12.86904	12.72040	10.51772	51.36328	50.31419	46.39484	69.42793	77.07192	53.07882	60.11892	53.07415	17.25190	2.76953	0.87159	17.01957	0.84761
2018-05-06 10:59:00	8630330696303482279	0.00000	13.48330	14.08585	8.13659	14.98015	13.83034	11.98364	9.52521	43.31813	45.87919	48.65619	40.56708	32.34888	51.33551	42.90343	28.73709	21.95508	48.38362	95.47917	61.17136	80.45686
2018-05-06 11:00:00	3590433799317662022	1.00000	11.44450	12.72518	9.58771	9.46702	12.72298	10.76899	10.55848	56.82127	42.55521	31.31919	33.59368	91.44048	84.89751	25.22929	38.79722	66.08340	37.89654	70.48972	64.31485	88.33874
2018-05-06 11:01:00	863033069630348768	1.00000	7.06440	8.40504	6.70089	11.29243	13.51127	9.47481	16.44278	55.46700	28.05769	43.90367	27.12196	44.03277	94.20292	55.98443	78.71973	45.37467	41.82070	98.57235	12.55339	41.00328
2018-05-06 11:02:00	8630330696303481362	0.00000	13.91079	12.97516	9.84299	14.88315	12.74613	13.01820	9.74698	58.31839	44.53909	28.27261	72.77676	81.66086	81.29094	63.73030	51.00248	84.70029	65.61722	13.55107	49.60604	60.11247
2018-05-06 11:03:00	8630330696303482469	1.00000	12.45706	11.17837	7.62472	14.15382	12.33349	13.06818	10.25699	61.93369	71.51702	70.48953	37.40652	46.36763	62.92484	62.02959	4.12091	10.87875	11.61177	53.40983	63.95078	16.55826
2018-05-06 11:04:00	359043379931766429	1.00000	15.01374	11.79307	12.97742	14.71565	15.09412	13.63489	11.49388	53.61399	61.47917	45.86416	26.12704	14.85969	75.09071	6.07511	91.41584	71.40650	90.00131	29.44244	57.24784	29.26051
2018-05-06 11:05:00	8630330696303481933	0.00000	9.83148	9.54825	11.97545	10.00047	16.82382	11.57198	15.47053	35.73222	54.35449	48.12728	27.99322	61.83375	78.09586	40.63849	97.44823	55.63235	52.74207	61.36988	85.82118	82.08868
2018-05-06 11:06:00	863033069630348701	1.00000	13.09806	16.22765	9.58774	12.11912	9.97529	9.50170	14.21827	42.78808	26.92946	49.64494	53.30842	37.91815	33.07660	62.76522	38.87269	93.36100	10.02614	87.69225	84.78276	6.03175
2018-05-06 11:07:00	8630330696303481073	1.00000	8.96976	9.96594	9.76865	14.07748	12.37821	10.33084	15.15732	13.34049	37.83137	53.53617	78.64474	67.91168	30.67229	24.66675	68.37973	73.01018	41.87142	7.76099	83.31137	50.58668
2018-05-06 11:08:00	359043379931766312	1.00000	11.78977	9.59184	6.28899	16.14998	16.14635	14.09261	16.07237	67.47275	47.56901	63.44654	29.46056	50.39278	52.14573	65.34226	92.93011	75.32012	89.04599	83.69675	6.38388	82.97348
2018-05-06 11:09:00	863033069630348131	1.00000	11.63515	10.41184	10.56347	13.50114	13.13279	11.65813	10.15513	50.32928	36.62695	25.28380	61.44984	17.16380	16.19876	22.57811	37.40698	51.84343	66.15854	4.16860	35.01188	9.79072
2018-05-06 11:10:00	3590433799317662345	1.00000	7.21714	11.94259	9.54693	10.96877	10.95687	10.24830	13.36936	56.29707	65.06160	32.89576	41.08821	76.35230	37.37916	94.50701	46.05426	60.40781	99.30148	44.69065	22.60663	59.18409
2018-05-06 11:11:00	8630330696303482188	1.00000	13.35297	10.16430	10.84530	12.14499	14.48544	13.95611	11.35776	40.72951	35.23526	57.86585	5.65247	27.10770	46.12003	48.14622	17.30212	34.54604	10.43991	3.53671	91.69712	82.79731
2018-05-06 11:12:00	359043379931766676	1.00000	10.21314	10.84942	8.62148	12.33724	11.45331	10.97746	13.04790	35.34502	46.21755	31.00120	67.86223	74.56637	3.74347	5.23770	76.57392	85.44421	90.36639	40.68832	29.09183	18.82690
2018-05-06 11:13:00	359043379931766353	1.00000	9.98073	12.01734	10.41096	15.32675	12.03286	14.81689	14.20999	52.88068	58.94506	41.42955	62.53894	41.84827	44.17875	23.40891	96.31208	52.12347	73.81434	48.63584	92.42431	93.06276
2018-05-06 11:14:00	8630330696303482394	1.00000	7.33683	10.73693	8.89069	10.56587	10.03510	10.69535	9.75946	39.77618	33.98474	37.76130	13.89524	86.37849	28.69081	35.97541	95.61471	96.00732	17.68302	48.38048	75.21215	5.86794
